beneficiary_id,policy_id,beneficiary_sequence,relationship_to_insured,beneficiary_share_pct,irrevocable_flag
BEN00000598,POL0000450,2,Spouse,40,N
BEN00000599,POL0000451,1,Child,60,N
BEN00000600,POL0000451,2,Child,40,N
BEN00000601,POL0000452,1,Child,100,N
BEN00000602,POL0000453,1,Spouse,100,N
BEN00000603,POL0000454,1,Spouse,33,N
BEN00000604,POL0000454,2,Spouse,67,N
BEN00000605,POL0000455,1,Child,25,N
BEN00000606,POL0000455,2,Child,75,N
BEN00000607,POL0000456,1,Spouse,100,N
BEN00000608,POL0000457,1,Child,75,N
BEN00000609,POL0000457,2,Child,25,N
BEN00000610,POL0000458,1,Child,100,N
BEN00000611,POL0000459,1,Spouse,75,N
BEN00000612,POL0000459,2,Spouse,15,N
BEN00000613,POL0000459,3,Spouse,10,N
BEN00000614,POL0000460,1,Parent,50,N
BEN00000615,POL0000460,2,Spouse,40,N
BEN00000616,POL0000460,3,Spouse,10,N
BEN00000617,POL0000461,1,Child,40,N
BEN00000618,POL0000461,2,Parent,60,N
BEN00000619,POL0000462,1,Parent,100,N
BEN00000620,POL0000463,1,Child,40,N
BEN00000621,POL0000463,2,Spouse,50,N
BEN00000622,POL0000463,3,Child,10,N
BEN00000623,POL0000464,1,Spouse,100,N
BEN00000624,POL0000465,1,Spouse,50,N
BEN00000625,POL0000465,2,Spouse,50,N
BEN00000626,POL0000466,1,Child,33,N
BEN00000627,POL0000466,2,Child,67,N
BEN00000628,POL0000467,1,Child,33,N
BEN00000629,POL0000467,2,Sibling,67,N
BEN00000630,POL0000468,1,Child,100,N
BEN00000631,POL0000469,1,Spouse,100,N
BEN00000632,POL0000470,1,Spouse,100,N
BEN00000633,POL0000471,1,Parent,100,N
BEN00000634,POL0000472,1,Child,100,N
BEN00000635,POL0000473,1,Trust,100,N
BEN00000636,POL0000474,1,Spouse,60,N
BEN00000637,POL0000474,2,Spouse,40,N
BEN00000638,POL0000475,1,Trust,100,N
BEN00000639,POL0000476,1,Spouse,100,N
BEN00000640,POL0000477,1,Child,100,N
BEN00000641,POL0000478,1,Spouse,100,N
BEN00000642,POL0000479,1,Child,50,N
BEN00000643,POL0000479,2,Spouse,50,N
BEN00000644,POL0000480,1,Child,100,N
BEN00000645,POL0000481,1,Child,100,N
BEN00000646,POL0000482,1,Parent,100,N
BEN00000647,POL0000483,1,Spouse,33,N
BEN00000648,POL0000483,2,Spouse,67,N
BEN00000649,POL0000484,1,Spouse,60,N
BEN00000650,POL0000484,2,Spouse,40,N
BEN00000651,POL0000485,1,Trust,40,Y
BEN00000652,POL0000485,2,Spouse,60,N
BEN00000653,POL0000486,1,Child,40,N
BEN00000654,POL0000486,2,Spouse,60,N
BEN00000655,POL0000487,1,Spouse,100,N
BEN00000656,POL0000488,1,Child,100,N
BEN00000657,POL0000489,1,Trust,75,N
BEN00000658,POL0000489,2,Parent,25,N
BEN00000659,POL0000490,1,Child,100,Y
BEN00000660,POL0000491,1,Spouse,25,N
BEN00000661,POL0000491,2,Spouse,75,N
BEN00000662,POL0000492,1,Parent,100,N
BEN00000663,POL0000493,1,Spouse,40,N
BEN00000664,POL0000493,2,Spouse,60,N
BEN00000665,POL0000494,1,Sibling,100,N
BEN00000666,POL0000495,1,Spouse,60,N
BEN00000667,POL0000495,2,Spouse,40,N
BEN00000668,POL0000496,1,Spouse,33,N
BEN00000669,POL0000496,2,Spouse,67,N
BEN00000670,POL0000497,1,Child,100,N
BEN00000671,POL0000498,1,Spouse,100,Y
BEN00000672,POL0000499,1,Spouse,100,N
BEN00000673,POL0000500,1,Child,25,N
BEN00000674,POL0000500,2,Spouse,75,N
BEN00000675,POL0000501,1,Child,100,N
BEN00000676,POL0000502,1,Other,25,N
BEN00000677,POL0000502,2,Spouse,75,N
BEN00000678,POL0000503,1,Parent,40,Y
BEN00000679,POL0000503,2,Spouse,60,N
BEN00000680,POL0000504,1,Parent,100,N
BEN00000681,POL0000505,1,Child,100,N
BEN00000682,POL0000506,1,Spouse,100,N
BEN00000683,POL0000507,1,Child,100,N
BEN00000684,POL0000508,1,Child,33,Y
BEN00000685,POL0000508,2,Child,67,N
BEN00000686,POL0000509,1,Child,100,N
BEN00000687,POL0000510,1,Trust,100,Y
BEN00000688,POL0000511,1,Spouse,100,N
BEN00000689,POL0000512,1,Spouse,100,N
BEN00000690,POL0000513,1,Spouse,100,N
BEN00000691,POL0000514,1,Spouse,60,N
BEN00000692,POL0000514,2,Child,30,N
BEN00000693,POL0000514,3,Spouse,10,N
BEN00000694,POL0000515,1,Spouse,100,N
BEN00000695,POL0000516,1,Spouse,100,N
BEN00000696,POL0000517,1,Child,100,N
BEN00000697,POL0000518,1,Child,100,N
BEN00000698,POL0000519,1,Child,33,N
BEN00000699,POL0000519,2,Parent,67,N
BEN00000700,POL0000520,1,Child,100,N
BEN00000701,POL0000521,1,Child,100,N
BEN00000702,POL0000522,1,Spouse,100,N
BEN00000703,POL0000523,1,Trust,100,N
BEN00000704,POL0000524,1,Parent,100,N
BEN00000705,POL0000525,1,Spouse,100,N
BEN00000706,POL0000526,1,Other,100,N
BEN00000707,POL0000527,1,Child,100,N
BEN00000708,POL0000528,1,Sibling,100,N
BEN00000709,POL0000529,1,Other,100,N
BEN00000710,POL0000530,1,Spouse,100,N
BEN00000711,POL0000531,1,Spouse,50,N
BEN00000712,POL0000531,2,Child,50,N
BEN00000713,POL0000532,1,Spouse,100,N
BEN00000714,POL0000533,1,Child,100,N
BEN00000715,POL0000534,1,Spouse,100,N
BEN00000716,POL0000535,1,Spouse,100,N
BEN00000717,POL0000536,1,Spouse,100,N
BEN00000718,POL0000537,1,Spouse,33,N
BEN00000719,POL0000537,2,Child,67,N
BEN00000720,POL0000538,1,Child,100,N
BEN00000721,POL0000539,1,Spouse,100,Y
BEN00000722,POL0000540,1,Spouse,100,N
BEN00000723,POL0000541,1,Child,33,N
BEN00000724,POL0000541,2,Child,67,N
BEN00000725,POL0000542,1,Parent,100,N
BEN00000726,POL0000543,1,Spouse,100,N
BEN00000727,POL0000544,1,Parent,100,N
BEN00000728,POL0000545,1,Child,100,N
BEN00000729,POL0000546,1,Child,100,N
BEN00000730,POL0000547,1,Child,100,N
BEN00000731,POL0000548,1,Spouse,100,N
BEN00000732,POL0000549,1,Spouse,60,N
BEN00000733,POL0000549,2,Parent,30,N
BEN00000734,POL0000549,3,Spouse,10,N
BEN00000735,POL0000550,1,Spouse,33,N
BEN00000736,POL0000550,2,Child,67,N
BEN00000737,POL0000551,1,Child,33,N
BEN00000738,POL0000551,2,Child,57,N
BEN00000739,POL0000551,3,Parent,10,N
BEN00000740,POL0000552,1,Spouse,60,N
BEN00000741,POL0000552,2,Child,40,N
BEN00000742,POL0000553,1,Child,100,N
BEN00000743,POL0000554,1,Child,100,N
BEN00000744,POL0000555,1,Spouse,100,N
BEN00000745,POL0000556,1,Spouse,60,N
BEN00000746,POL0000556,2,Spouse,40,N
BEN00000747,POL0000557,1,Spouse,50,N
BEN00000748,POL0000557,2,Spouse,50,N
BEN00000749,POL0000558,1,Child,100,N
BEN00000750,POL0000559,1,Spouse,60,N
BEN00000751,POL0000559,2,Child,40,N
BEN00000752,POL0000560,1,Child,100,N
BEN00000753,POL0000561,1,Child,100,N
BEN00000754,POL0000562,1,Spouse,100,N
BEN00000755,POL0000563,1,Spouse,100,N
BEN00000756,POL0000564,1,Child,100,N
BEN00000757,POL0000565,1,Child,100,N
BEN00000758,POL0000566,1,Other,100,N
BEN00000759,POL0000567,1,Child,60,N
BEN00000760,POL0000567,2,Spouse,40,N
BEN00000761,POL0000568,1,Other,100,N
BEN00000762,POL0000569,1,Child,100,N
BEN00000763,POL0000570,1,Child,60,N
BEN00000764,POL0000570,2,Child,40,N
BEN00000765,POL0000571,1,Trust,60,N
BEN00000766,POL0000571,2,Sibling,40,N
BEN00000767,POL0000572,1,Parent,40,N
BEN00000768,POL0000572,2,Spouse,60,N
BEN00000769,POL0000573,1,Spouse,50,N
BEN00000770,POL0000573,2,Spouse,50,N
BEN00000771,POL0000574,1,Child,100,N
BEN00000772,POL0000575,1,Spouse,100,N
BEN00000773,POL0000576,1,Spouse,100,N
BEN00000774,POL0000577,1,Spouse,75,N
BEN00000775,POL0000577,2,Child,25,N
BEN00000776,POL0000578,1,Spouse,100,N
BEN00000777,POL0000579,1,Spouse,100,N
BEN00000778,POL0000580,1,Child,100,N
BEN00000779,POL0000581,1,Parent,25,N
BEN00000780,POL0000581,2,Parent,75,N
BEN00000781,POL0000582,1,Child,100,N
BEN00000782,POL0000583,1,Child,100,N
BEN00000783,POL0000584,1,Child,33,N
BEN00000784,POL0000584,2,Trust,67,N
BEN00000785,POL0000585,1,Child,100,N
BEN00000786,POL0000586,1,Spouse,100,N
BEN00000787,POL0000587,1,Spouse,100,N
BEN00000788,POL0000588,1,Child,75,N
BEN00000789,POL0000588,2,Spouse,25,N
BEN00000790,POL0000589,1,Spouse,50,N
BEN00000791,POL0000589,2,Child,50,N
BEN00000792,POL0000590,1,Sibling,100,N
BEN00000793,POL0000591,1,Trust,100,N
BEN00000794,POL0000592,1,Spouse,100,N
BEN00000795,POL0000593,1,Spouse,100,N
BEN00000796,POL0000594,1,Child,100,N
BEN00000797,POL0000595,1,Child,100,N
BEN00000798,POL0000596,1,Child,100,N
BEN00000799,POL0000597,1,Spouse,100,N
BEN00000800,POL0000598,1,Sibling,100,N
BEN00000801,POL0000599,1,Other,33,N
BEN00000802,POL0000599,2,Spouse,40,N
BEN00000803,POL0000599,3,Child,27,N
BEN00000804,POL0000600,1,Child,100,N
BEN00000805,POL0000601,1,Spouse,100,N
BEN00000806,POL0000602,1,Child,100,N
BEN00000807,POL0000603,1,Other,100,N
BEN00000808,POL0000604,1,Child,100,N
BEN00000809,POL0000605,1,Spouse,60,N
BEN00000810,POL0000605,2,Spouse,40,N
BEN00000811,POL0000606,1,Child,100,N
BEN00000812,POL0000607,1,Child,33,N
BEN00000813,POL0000607,2,Spouse,67,N
BEN00000814,POL0000608,1,Spouse,25,N
BEN00000815,POL0000608,2,Spouse,75,N
BEN00000816,POL0000609,1,Child,100,N
BEN00000817,POL0000610,1,Child,50,N
BEN00000818,POL0000610,2,Child,50,N
BEN00000819,POL0000611,1,Spouse,100,N
BEN00000820,POL0000612,1,Trust,100,N
BEN00000821,POL0000613,1,Child,100,N
BEN00000822,POL0000614,1,Parent,25,N
BEN00000823,POL0000614,2,Child,75,N
BEN00000824,POL0000615,1,Spouse,100,N
BEN00000825,POL0000616,1,Spouse,100,N
BEN00000826,POL0000617,1,Spouse,60,N
BEN00000827,POL0000617,2,Child,30,N
BEN00000828,POL0000617,3,Spouse,10,N
BEN00000829,POL0000618,1,Parent,25,N
BEN00000830,POL0000618,2,Trust,75,N
BEN00000831,POL0000619,1,Spouse,100,N
BEN00000832,POL0000620,1,Spouse,100,N
BEN00000833,POL0000621,1,Spouse,40,N
BEN00000834,POL0000621,2,Child,60,N
BEN00000835,POL0000622,1,Spouse,100,N
BEN00000836,POL0000623,1,Spouse,100,Y
BEN00000837,POL0000624,1,Spouse,100,N
BEN00000838,POL0000625,1,Spouse,100,N
BEN00000839,POL0000626,1,Spouse,40,N
BEN00000840,POL0000626,2,Spouse,75,Y
BEN00000841,POL0000627,1,Child,60,N
BEN00000842,POL0000627,2,Spouse,40,N
BEN00000843,POL0000628,1,Child,100,N
BEN00000844,POL0000629,1,Spouse,100,N
BEN00000845,POL0000630,1,Spouse,40,N
BEN00000846,POL0000630,2,Spouse,60,N
BEN00000847,POL0000631,1,Spouse,100,N
BEN00000848,POL0000632,1,Spouse,100,N
BEN00000849,POL0000633,1,Other,100,N
BEN00000850,POL0000634,1,Spouse,100,N
BEN00000851,POL0000635,1,Spouse,60,Y
BEN00000852,POL0000635,2,Sibling,40,N
BEN00000853,POL0000636,1,Child,60,N
BEN00000854,POL0000636,2,Trust,40,N
BEN00000855,POL0000637,1,Parent,100,N
BEN00000856,POL0000638,1,Spouse,100,N
BEN00000857,POL0000639,1,Child,100,N
BEN00000858,POL0000640,1,Spouse,100,N
BEN00000859,POL0000641,1,Child,100,N
BEN00000860,POL0000642,1,Spouse,100,N
BEN00000861,POL0000643,1,Child,25,N
BEN00000862,POL0000643,2,Spouse,40,N
BEN00000863,POL0000643,3,Child,35,N
BEN00000864,POL0000644,1,Spouse,100,N
BEN00000865,POL0000645,1,Spouse,100,N
BEN00000866,POL0000646,1,Spouse,100,N
BEN00000867,POL0000647,1,Spouse,100,N
BEN00000868,POL0000648,1,Child,25,N
BEN00000869,POL0000648,2,Spouse,75,N
BEN00000870,POL0000649,1,Child,33,N
BEN00000871,POL0000649,2,Child,67,N
BEN00000872,POL0000650,1,Spouse,100,N
BEN00000873,POL0000651,1,Child,100,N
BEN00000874,POL0000652,1,Trust,100,N
BEN00000875,POL0000653,1,Sibling,75,N
BEN00000876,POL0000653,2,Child,25,N
BEN00000877,POL0000654,1,Spouse,100,N
BEN00000878,POL0000655,1,Spouse,100,N
BEN00000879,POL0000656,1,Child,60,N
BEN00000880,POL0000656,2,Other,40,N
BEN00000881,POL0000657,1,Child,40,N
BEN00000882,POL0000657,2,Child,25,N
BEN00000883,POL0000657,3,Spouse,35,N
BEN00000884,POL0000658,1,Child,100,N
BEN00000885,POL0000659,1,Spouse,100,N
BEN00000886,POL0000660,1,Spouse,40,N
BEN00000887,POL0000660,2,Parent,60,N
BEN00000888,POL0000661,1,Child,50,N
BEN00000889,POL0000661,2,Spouse,50,N
BEN00000890,POL0000662,1,Parent,100,N
BEN00000891,POL0000663,1,Spouse,100,N
BEN00000892,POL0000664,1,Spouse,100,N
BEN00000893,POL0000665,1,Spouse,100,N
BEN00000894,POL0000666,1,Spouse,100,N
BEN00000895,POL0000667,1,Parent,100,N
BEN00000896,POL0000668,1,Spouse,100,N
BEN00000897,POL0000669,1,Spouse,50,N
BEN00000898,POL0000669,2,Child,40,N
BEN00000899,POL0000669,3,Spouse,10,N
BEN00000900,POL0000670,1,Spouse,100,N
BEN00000901,POL0000671,1,Child,100,N
BEN00000902,POL0000672,1,Spouse,60,N
BEN00000903,POL0000672,2,Spouse,40,N
BEN00000904,POL0000673,1,Child,100,N
BEN00000905,POL0000674,1,Spouse,100,N
BEN00000906,POL0000675,1,Spouse,40,N
BEN00000907,POL0000675,2,Parent,50,N
BEN00000908,POL0000675,3,Spouse,10,N
BEN00000909,POL0000676,1,Spouse,25,N
BEN00000910,POL0000676,2,Spouse,75,N
BEN00000911,POL0000677,1,Spouse,100,Y
BEN00000912,POL0000678,1,Spouse,100,N
BEN00000913,POL0000679,1,Child,75,N
BEN00000914,POL0000679,2,Child,25,N
BEN00000915,POL0000680,1,Spouse,100,N
BEN00000916,POL0000681,1,Spouse,75,N
BEN00000917,POL0000681,2,Child,25,N
BEN00000918,POL0000682,1,Child,100,N
BEN00000919,POL0000683,1,Child,100,N
BEN00000920,POL0000684,1,Parent,100,N
BEN00000921,POL0000685,1,Child,100,N
BEN00000922,POL0000686,1,Spouse,100,N
BEN00000923,POL0000687,1,Sibling,100,N
BEN00000924,POL0000688,1,Spouse,33,N
BEN00000925,POL0000688,2,Spouse,67,N
BEN00000926,POL0000689,1,Spouse,100,N
BEN00000927,POL0000690,1,Spouse,100,Y
BEN00000928,POL0000691,1,Child,100,N
BEN00000929,POL0000692,1,Sibling,100,N
BEN00000930,POL0000693,1,Spouse,100,N
BEN00000931,POL0000694,1,Spouse,100,N
BEN00000932,POL0000695,1,Spouse,100,N
BEN00000933,POL0000696,1,Spouse,100,N
BEN00000934,POL0000697,1,Child,100,N
BEN00000935,POL0000698,1,Spouse,100,N
BEN00000936,POL0000699,1,Trust,25,N
BEN00000937,POL0000699,2,Trust,75,N
BEN00000938,POL0000700,1,Child,33,N
BEN00000939,POL0000700,2,Spouse,67,N
BEN00000940,POL0000701,1,Child,25,N
BEN00000941,POL0000701,2,Spouse,75,N
BEN00000942,POL0000702,1,Parent,100,N
BEN00000943,POL0000703,1,Spouse,50,N
BEN00000944,POL0000703,2,Spouse,50,N
BEN00000945,POL0000704,1,Child,40,N
BEN00000946,POL0000704,2,Child,60,N
BEN00000947,POL0000705,1,Spouse,100,N
BEN00000948,POL0000706,1,Spouse,75,N
BEN00000949,POL0000706,2,Spouse,25,N
BEN00000950,POL0000707,1,Child,25,N
BEN00000951,POL0000707,2,Spouse,33,Y
BEN00000952,POL0000707,3,Child,42,N
BEN00000953,POL0000708,1,Spouse,100,N
BEN00000954,POL0000709,1,Child,100,N
BEN00000955,POL0000710,1,Child,100,N
BEN00000956,POL0000711,1,Child,25,N
BEN00000957,POL0000711,2,Child,75,N
BEN00000958,POL0000712,1,Spouse,75,N
BEN00000959,POL0000712,2,Parent,15,N
BEN00000960,POL0000712,3,Child,10,N
BEN00000961,POL0000713,1,Child,25,N
BEN00000962,POL0000713,2,Sibling,75,N
BEN00000963,POL0000714,1,Trust,100,N
BEN00000964,POL0000715,1,Spouse,50,N
BEN00000965,POL0000715,2,Child,50,N
BEN00000966,POL0000716,1,Spouse,75,N
BEN00000967,POL0000716,2,Child,25,N
BEN00000968,POL0000717,1,Spouse,100,N
BEN00000969,POL0000718,1,Child,100,N
BEN00000970,POL0000719,1,Trust,40,Y
BEN00000971,POL0000719,2,Trust,60,N
BEN00000972,POL0000720,1,Spouse,100,N
BEN00000973,POL0000721,1,Spouse,100,N
BEN00000974,POL0000722,1,Child,75,N
BEN00000975,POL0000722,2,Parent,25,N
BEN00000976,POL0000723,1,Parent,75,N
BEN00000977,POL0000723,2,Parent,25,N
BEN00000978,POL0000724,1,Spouse,100,N
BEN00000979,POL0000725,1,Parent,100,N
BEN00000980,POL0000726,1,Spouse,25,N
BEN00000981,POL0000726,2,Parent,75,N
BEN00000982,POL0000727,1,Child,100,N
BEN00000983,POL0000728,1,Spouse,60,N
BEN00000984,POL0000728,2,Parent,40,N
BEN00000985,POL0000729,1,Spouse,100,N
BEN00000986,POL0000730,1,Spouse,100,N
BEN00000987,POL0000731,1,Parent,100,N
BEN00000988,POL0000732,1,Child,100,N
BEN00000989,POL0000733,1,Other,100,N
BEN00000990,POL0000734,1,Trust,75,N
BEN00000991,POL0000734,2,Spouse,25,N
BEN00000992,POL0000735,1,Child,50,N
BEN00000993,POL0000735,2,Spouse,40,N
BEN00000994,POL0000735,3,Spouse,10,N
BEN00000995,POL0000736,1,Child,50,N
BEN00000996,POL0000736,2,Child,50,N
BEN00000997,POL0000737,1,Child,60,N
BEN00000998,POL0000737,2,Child,40,N
BEN00000999,POL0000738,1,Parent,100,N
BEN00001000,POL0000739,1,Parent,100,N
BEN00001001,POL0000740,1,Spouse,75,N
BEN00001002,POL0000740,2,Child,25,N
BEN00001003,POL0000741,1,Child,100,N
BEN00001004,POL0000742,1,Spouse,25,N
BEN00001005,POL0000742,2,Spouse,25,Y
BEN00001006,POL0000742,3,Parent,50,N
BEN00001007,POL0000743,1,Spouse,100,N
BEN00001008,POL0000744,1,Spouse,100,N
BEN00001009,POL0000745,1,Spouse,100,N
BEN00001010,POL0000746,1,Trust,100,N
BEN00001011,POL0000747,1,Child,100,N
BEN00001012,POL0000748,1,Spouse,100,N
BEN00001013,POL0000749,1,Spouse,33,N
BEN00001014,POL0000749,2,Spouse,67,N
BEN00001015,POL0000750,1,Spouse,100,N
BEN00001016,POL0000751,1,Spouse,100,N
BEN00001017,POL0000752,1,Child,100,N
BEN00001018,POL0000753,1,Spouse,100,N
BEN00001019,POL0000754,1,Spouse,100,N
BEN00001020,POL0000755,1,Other,33,N
BEN00001021,POL0000755,2,Spouse,67,N
BEN00001022,POL0000756,1,Child,50,N
BEN00001023,POL0000756,2,Child,50,N
BEN00001024,POL0000757,1,Spouse,100,N
BEN00001025,POL0000758,1,Parent,100,N
BEN00001026,POL0000759,1,Sibling,100,N
BEN00001027,POL0000760,1,Child,100,N
BEN00001028,POL0000761,1,Spouse,33,N
BEN00001029,POL0000761,2,Spouse,67,N
BEN00001030,POL0000762,1,Trust,100,N
BEN00001031,POL0000763,1,Sibling,100,N
BEN00001032,POL0000764,1,Child,33,N
BEN00001033,POL0000764,2,Spouse,67,N
BEN00001034,POL0000765,1,Spouse,100,N
BEN00001035,POL0000766,1,Child,100,N
BEN00001036,POL0000767,1,Spouse,100,N
BEN00001037,POL0000768,1,Parent,33,Y
BEN00001038,POL0000768,2,Child,57,N
BEN00001039,POL0000768,3,Sibling,10,N
BEN00001040,POL0000769,1,Trust,100,N
BEN00001041,POL0000770,1,Child,100,N
BEN00001042,POL0000771,1,Spouse,100,N
BEN00001043,POL0000772,1,Spouse,100,Y
BEN00001044,POL0000773,1,Sibling,100,N
BEN00001045,POL0000774,1,Spouse,40,N
BEN00001046,POL0000774,2,Trust,60,N
BEN00001047,POL0000775,1,Parent,33,N
BEN00001048,POL0000775,2,Child,67,N
BEN00001049,POL0000776,1,Spouse,100,N
BEN00001050,POL0000777,1,Child,100,N
BEN00001051,POL0000778,1,Spouse,60,Y
BEN00001052,POL0000778,2,Child,40,N
BEN00001053,POL0000779,1,Parent,50,N
BEN00001054,POL0000779,2,Spouse,40,N
BEN00001055,POL0000779,3,Child,10,N
BEN00001056,POL0000780,1,Child,25,N
BEN00001057,POL0000780,2,Child,75,N
BEN00001058,POL0000781,1,Child,100,N
BEN00001059,POL0000782,1,Parent,100,N
BEN00001060,POL0000783,1,Spouse,100,N
BEN00001061,POL0000784,1,Spouse,100,N
BEN00001062,POL0000785,1,Spouse,100,N
BEN00001063,POL0000786,1,Child,100,N
BEN00001064,POL0000787,1,Spouse,25,N
BEN00001065,POL0000787,2,Child,75,N
BEN00001066,POL0000788,1,Child,100,N
BEN00001067,POL0000789,1,Other,100,N
BEN00001068,POL0000790,1,Trust,100,N
BEN00001069,POL0000791,1,Spouse,100,N
BEN00001070,POL0000792,1,Child,100,N
BEN00001071,POL0000793,1,Child,100,N
BEN00001072,POL0000794,1,Child,100,N
BEN00001073,POL0000795,1,Spouse,100,N
BEN00001074,POL0000796,1,Spouse,33,N
BEN00001075,POL0000796,2,Child,67,N
BEN00001076,POL0000797,1,Spouse,100,N
BEN00001077,POL0000798,1,Parent,100,N
BEN00001078,POL0000799,1,Child,100,N
BEN00001079,POL0000800,1,Spouse,100,N
BEN00001080,POL0000801,1,Spouse,50,N
BEN00001081,POL0000801,2,Child,50,N
BEN00001082,POL0000802,1,Spouse,100,N
BEN00001083,POL0000803,1,Spouse,100,N
BEN00001084,POL0000804,1,Spouse,100,N
BEN00001085,POL0000805,1,Other,100,N
BEN00001086,POL0000806,1,Spouse,100,N
BEN00001087,POL0000807,1,Child,100,N
BEN00001088,POL0000808,1,Spouse,100,N
BEN00001089,POL0000809,1,Spouse,100,N
BEN00001090,POL0000810,1,Spouse,100,N
BEN00001091,POL0000811,1,Spouse,100,N
BEN00001092,POL0000812,1,Spouse,100,N
BEN00001093,POL0000813,1,Trust,100,N
BEN00001094,POL0000814,1,Parent,100,N
BEN00001095,POL0000815,1,Spouse,100,N
BEN00001096,POL0000816,1,Child,100,N
BEN00001097,POL0000817,1,Parent,100,N
BEN00001098,POL0000818,1,Child,100,N
BEN00001099,POL0000819,1,Spouse,100,N
BEN00001100,POL0000820,1,Child,75,N
BEN00001101,POL0000820,2,Other,25,N
BEN00001102,POL0000821,1,Spouse,100,N
BEN00001103,POL0000822,1,Sibling,100,N
BEN00001104,POL0000823,1,Spouse,40,N
BEN00001105,POL0000823,2,Spouse,60,N
BEN00001106,POL0000824,1,Child,33,N
BEN00001107,POL0000824,2,Child,25,N
BEN00001108,POL0000824,3,Spouse,42,N
BEN00001109,POL0000825,1,Spouse,100,N
BEN00001110,POL0000826,1,Spouse,100,N
BEN00001111,POL0000827,1,Child,100,N
BEN00001112,POL0000828,1,Other,25,N
BEN00001113,POL0000828,2,Other,75,N
BEN00001114,POL0000829,1,Spouse,100,N
BEN00001115,POL0000830,1,Spouse,100,N
BEN00001116,POL0000831,1,Parent,40,N
BEN00001117,POL0000831,2,Child,60,Y
BEN00001118,POL0000832,1,Other,100,N
BEN00001119,POL0000833,1,Spouse,100,N
BEN00001120,POL0000834,1,Child,40,N
BEN00001121,POL0000834,2,Child,60,N
BEN00001122,POL0000835,1,Child,100,N
BEN00001123,POL0000836,1,Child,100,Y
BEN00001124,POL0000837,1,Spouse,33,N
BEN00001125,POL0000837,2,Spouse,67,N
BEN00001126,POL0000838,1,Child,100,N
BEN00001127,POL0000839,1,Parent,33,N
BEN00001128,POL0000839,2,Spouse,67,N
BEN00001129,POL0000840,1,Spouse,100,N
BEN00001130,POL0000841,1,Spouse,100,N
BEN00001131,POL0000842,1,Child,33,N
BEN00001132,POL0000842,2,Spouse,67,N
BEN00001133,POL0000843,1,Parent,60,N
BEN00001134,POL0000843,2,Spouse,40,N
BEN00001135,POL0000844,1,Child,100,N
BEN00001136,POL0000845,1,Child,75,N
BEN00001137,POL0000845,2,Parent,25,N
BEN00001138,POL0000846,1,Parent,100,N
BEN00001139,POL0000847,1,Spouse,33,N
BEN00001140,POL0000847,2,Child,67,N
BEN00001141,POL0000848,1,Sibling,75,N
BEN00001142,POL0000848,2,Child,25,N
BEN00001143,POL0000849,1,Child,100,N
BEN00001144,POL0000850,1,Parent,100,N
BEN00001145,POL0000851,1,Parent,100,N
BEN00001146,POL0000852,1,Spouse,100,N
BEN00001147,POL0000853,1,Trust,100,N
BEN00001148,POL0000854,1,Parent,100,N
BEN00001149,POL0000855,1,Other,100,N
BEN00001150,POL0000856,1,Spouse,100,N
BEN00001151,POL0000857,1,Spouse,40,N
BEN00001152,POL0000857,2,Spouse,60,N
BEN00001153,POL0000858,1,Trust,75,N
BEN00001154,POL0000858,2,Spouse,25,N
BEN00001155,POL0000859,1,Child,33,N
BEN00001156,POL0000859,2,Spouse,67,N
BEN00001157,POL0000860,1,Parent,100,N
BEN00001158,POL0000861,1,Spouse,100,N
BEN00001159,POL0000862,1,Child,100,N
BEN00001160,POL0000863,1,Child,33,N
BEN00001161,POL0000863,2,Spouse,67,N
BEN00001162,POL0000864,1,Spouse,25,N
BEN00001163,POL0000864,2,Spouse,33,N
BEN00001164,POL0000864,3,Spouse,42,N
BEN00001165,POL0000865,1,Child,100,N
BEN00001166,POL0000866,1,Child,100,N
BEN00001167,POL0000867,1,Trust,100,N
BEN00001168,POL0000868,1,Parent,40,N
BEN00001169,POL0000868,2,Spouse,60,N
BEN00001170,POL0000869,1,Spouse,100,N
BEN00001171,POL0000870,1,Child,100,N
BEN00001172,POL0000871,1,Child,100,N
BEN00001173,POL0000872,1,Other,60,Y
BEN00001174,POL0000872,2,Spouse,40,N
BEN00001175,POL0000873,1,Other,100,Y
BEN00001176,POL0000874,1,Spouse,100,N
