coverage_id,policy_id,coverage_type,coverage_amount,annual_rider_premium,coverage_status
COV00000447,POL0000283,Base Death Benefit,1850000,0.00,Active
COV00000448,POL0000283,Waiver of Premium,0,237.10,Active
COV00000449,POL0000283,Accidental Death Benefit,1850000,220.00,Active
COV00000450,POL0000284,Base Death Benefit,350000,0.00,Active
COV00000451,POL0000285,Base Death Benefit,150000,0.00,Active
COV00000452,POL0000285,Waiver of Premium,0,21.00,Active
COV00000453,POL0000285,Accidental Death Benefit,150000,18.00,Active
COV00000454,POL0000286,Base Death Benefit,2175000,0.00,Active
COV00000455,POL0000287,Base Death Benefit,75000,0.00,Active
COV00000456,POL0000287,Waiver of Premium,0,56.83,Active
COV00000457,POL0000288,Base Death Benefit,850000,0.00,Active
COV00000458,POL0000289,Base Death Benefit,150000,0.00,Active
COV00000459,POL0000290,Base Death Benefit,75000,0.00,Active
COV00000460,POL0000291,Base Death Benefit,40000,0.00,Active
COV00000461,POL0000292,Base Death Benefit,100000,0.00,Active
COV00000462,POL0000292,Chronic Illness Rider,0,198.65,Active
COV00000463,POL0000293,Base Death Benefit,30000,0.00,Active
COV00000464,POL0000293,Accidental Death Benefit,30000,3.60,Active
COV00000465,POL0000294,Base Death Benefit,725000,0.00,Active
COV00000466,POL0000294,Waiver of Premium,0,280.00,Active
COV00000467,POL0000295,Base Death Benefit,100000,0.00,Active
COV00000468,POL0000295,Waiver of Premium,0,21.03,Active
COV00000469,POL0000296,Base Death Benefit,275000,0.00,Active
COV00000470,POL0000296,Accidental Death Benefit,275000,33.00,Active
COV00000471,POL0000297,Base Death Benefit,150000,0.00,Active
COV00000472,POL0000298,Base Death Benefit,850000,0.00,Active
COV00000473,POL0000298,Waiver of Premium,0,280.00,Active
COV00000474,POL0000299,Base Death Benefit,50000,0.00,Active
COV00000475,POL0000300,Base Death Benefit,125000,0.00,Active
COV00000476,POL0000301,Base Death Benefit,1000000,0.00,Active
COV00000477,POL0000302,Base Death Benefit,300000,0.00,Active
COV00000478,POL0000303,Base Death Benefit,425000,0.00,Active
COV00000479,POL0000304,Base Death Benefit,150000,0.00,Active
COV00000480,POL0000305,Base Death Benefit,850000,0.00,Active
COV00000481,POL0000306,Base Death Benefit,150000,0.00,Active
COV00000482,POL0000306,Waiver of Premium,0,42.77,Active
COV00000483,POL0000307,Base Death Benefit,275000,0.00,Active
COV00000484,POL0000308,Base Death Benefit,75000,0.00,Active
COV00000485,POL0000308,Chronic Illness Rider,0,78.82,Active
COV00000486,POL0000309,Base Death Benefit,125000,0.00,Active
COV00000487,POL0000309,Accidental Death Benefit,125000,15.00,Active
COV00000488,POL0000310,Base Death Benefit,850000,0.00,Active
COV00000489,POL0000311,Base Death Benefit,1400000,0.00,Active
COV00000490,POL0000311,Waiver of Premium,0,136.08,Active
COV00000491,POL0000311,Accidental Death Benefit,1400000,168.00,Active
COV00000492,POL0000312,Base Death Benefit,10000,0.00,Active
COV00000493,POL0000313,Base Death Benefit,50000,0.00,Active
COV00000494,POL0000313,Chronic Illness Rider,0,189.16,Active
COV00000495,POL0000313,Accidental Death Benefit,50000,6.00,Active
COV00000496,POL0000314,Base Death Benefit,125000,0.00,Active
COV00000497,POL0000315,Base Death Benefit,200000,0.00,Active
COV00000498,POL0000315,Waiver of Premium,0,67.76,Active
COV00000499,POL0000316,Base Death Benefit,125000,0.00,Active
COV00000500,POL0000316,Waiver of Premium,0,15.50,Active
COV00000501,POL0000317,Base Death Benefit,100000,0.00,Active
COV00000502,POL0000317,Waiver of Premium,0,16.45,Active
COV00000503,POL0000318,Base Death Benefit,275000,0.00,Active
COV00000504,POL0000318,Waiver of Premium,0,134.30,Active
COV00000505,POL0000318,Chronic Illness Rider,0,167.87,Active
COV00000506,POL0000319,Base Death Benefit,1450000,0.00,Active
COV00000507,POL0000320,Base Death Benefit,125000,0.00,Active
COV00000508,POL0000320,Waiver of Premium,0,21.26,Active
COV00000509,POL0000321,Base Death Benefit,850000,0.00,Active
COV00000510,POL0000322,Base Death Benefit,200000,0.00,Active
COV00000511,POL0000323,Base Death Benefit,100000,0.00,Active
COV00000512,POL0000323,Accidental Death Benefit,100000,12.00,Active
COV00000513,POL0000324,Base Death Benefit,200000,0.00,Active
COV00000514,POL0000325,Base Death Benefit,150000,0.00,Active
COV00000515,POL0000325,Waiver of Premium,0,120.30,Active
COV00000516,POL0000326,Base Death Benefit,550000,0.00,Active
COV00000517,POL0000326,Accidental Death Benefit,550000,66.00,Active
COV00000518,POL0000327,Base Death Benefit,175000,0.00,Active
COV00000519,POL0000328,Base Death Benefit,1275000,0.00,Active
COV00000520,POL0000329,Base Death Benefit,1150000,0.00,Active
COV00000521,POL0000330,Base Death Benefit,550000,0.00,Active
COV00000522,POL0000331,Base Death Benefit,125000,0.00,Active
COV00000523,POL0000332,Base Death Benefit,150000,0.00,Active
COV00000524,POL0000333,Base Death Benefit,1000000,0.00,Active
COV00000525,POL0000333,Waiver of Premium,0,280.00,Active
COV00000526,POL0000333,Accidental Death Benefit,1000000,120.00,Active
COV00000527,POL0000334,Base Death Benefit,1100000,0.00,Active
COV00000528,POL0000335,Base Death Benefit,125000,0.00,Active
COV00000529,POL0000336,Base Death Benefit,225000,0.00,Active
COV00000530,POL0000336,Waiver of Premium,0,28.95,Active
COV00000531,POL0000337,Base Death Benefit,650000,0.00,Active
COV00000532,POL0000337,Waiver of Premium,0,245.67,Active
COV00000533,POL0000338,Base Death Benefit,850000,0.00,Active
COV00000534,POL0000338,Waiver of Premium,0,125.05,Active
COV00000535,POL0000339,Base Death Benefit,200000,0.00,Active
COV00000536,POL0000339,Accidental Death Benefit,200000,24.00,Active
COV00000537,POL0000340,Base Death Benefit,425000,0.00,Active
COV00000538,POL0000340,Accidental Death Benefit,425000,51.00,Active
COV00000539,POL0000341,Base Death Benefit,425000,0.00,Active
COV00000540,POL0000341,Waiver of Premium,0,271.24,Active
COV00000541,POL0000341,Chronic Illness Rider,0,339.05,Active
COV00000542,POL0000342,Base Death Benefit,125000,0.00,Active
COV00000543,POL0000343,Base Death Benefit,1100000,0.00,Active
COV00000544,POL0000343,Waiver of Premium,0,133.61,Active
COV00000545,POL0000343,Accidental Death Benefit,1100000,132.00,Active
COV00000546,POL0000344,Base Death Benefit,175000,0.00,Active
COV00000547,POL0000345,Base Death Benefit,400000,0.00,Active
COV00000548,POL0000346,Base Death Benefit,125000,0.00,Active
COV00000549,POL0000347,Base Death Benefit,275000,0.00,Active
COV00000550,POL0000348,Base Death Benefit,1150000,0.00,Active
COV00000551,POL0000349,Base Death Benefit,10000,0.00,Active
COV00000552,POL0000350,Base Death Benefit,425000,0.00,Active
COV00000553,POL0000350,Waiver of Premium,0,69.22,Active
COV00000554,POL0000351,Base Death Benefit,575000,0.00,Active
COV00000555,POL0000351,Accidental Death Benefit,575000,69.00,Active
COV00000556,POL0000352,Base Death Benefit,200000,0.00,Active
COV00000557,POL0000352,Waiver of Premium,0,41.03,Active
COV00000558,POL0000353,Base Death Benefit,425000,0.00,Active
COV00000559,POL0000353,Accidental Death Benefit,425000,51.00,Active
COV00000560,POL0000354,Base Death Benefit,300000,0.00,Active
COV00000561,POL0000355,Base Death Benefit,200000,0.00,Active
COV00000562,POL0000355,Waiver of Premium,0,55.84,Active
COV00000563,POL0000356,Base Death Benefit,400000,0.00,Active
COV00000564,POL0000356,Accidental Death Benefit,400000,48.00,Active
COV00000565,POL0000357,Base Death Benefit,10000,0.00,Active
COV00000566,POL0000358,Base Death Benefit,2500000,0.00,Active
COV00000567,POL0000358,Accidental Death Benefit,2500000,220.00,Active
COV00000568,POL0000359,Base Death Benefit,300000,0.00,Active
COV00000569,POL0000359,Waiver of Premium,0,29.20,Active
COV00000570,POL0000360,Base Death Benefit,1000000,0.00,Active
COV00000571,POL0000360,Waiver of Premium,0,280.00,Active
COV00000572,POL0000361,Base Death Benefit,175000,0.00,Active
COV00000573,POL0000361,Waiver of Premium,0,280.00,Active
COV00000574,POL0000362,Base Death Benefit,1275000,0.00,Active
COV00000575,POL0000363,Base Death Benefit,725000,0.00,Active
COV00000576,POL0000364,Base Death Benefit,1000000,0.00,Active
COV00000577,POL0000364,Waiver of Premium,0,280.00,Active
COV00000578,POL0000364,Chronic Illness Rider,0,520.00,Active
COV00000579,POL0000364,Accidental Death Benefit,1000000,120.00,Active
COV00000580,POL0000365,Base Death Benefit,125000,0.00,Active
COV00000581,POL0000366,Base Death Benefit,100000,0.00,Active
COV00000582,POL0000367,Base Death Benefit,100000,0.00,Active
COV00000583,POL0000368,Base Death Benefit,75000,0.00,Active
COV00000584,POL0000369,Base Death Benefit,75000,0.00,Active
COV00000585,POL0000369,Waiver of Premium,0,280.00,Active
COV00000586,POL0000370,Base Death Benefit,425000,0.00,Active
COV00000587,POL0000371,Base Death Benefit,350000,0.00,Active
COV00000588,POL0000371,Waiver of Premium,0,62.36,Active
COV00000589,POL0000372,Base Death Benefit,850000,0.00,Active
COV00000590,POL0000372,Waiver of Premium,0,280.00,Active
COV00000591,POL0000373,Base Death Benefit,20000,0.00,Active
COV00000592,POL0000374,Base Death Benefit,100000,0.00,Active
COV00000593,POL0000375,Base Death Benefit,150000,0.00,Active
COV00000594,POL0000376,Base Death Benefit,850000,0.00,Active
COV00000595,POL0000376,Chronic Illness Rider,0,520.00,Active
COV00000596,POL0000377,Base Death Benefit,725000,0.00,Active
COV00000597,POL0000378,Base Death Benefit,1725000,0.00,Active
COV00000598,POL0000379,Base Death Benefit,300000,0.00,Active
COV00000599,POL0000379,Accidental Death Benefit,300000,36.00,Active
COV00000600,POL0000380,Base Death Benefit,1000000,0.00,Active
COV00000601,POL0000381,Base Death Benefit,150000,0.00,Active
COV00000602,POL0000382,Base Death Benefit,2300000,0.00,Active
COV00000603,POL0000382,Waiver of Premium,0,280.00,Active
COV00000604,POL0000383,Base Death Benefit,2000000,0.00,Active
COV00000605,POL0000383,Waiver of Premium,0,280.00,Active
COV00000606,POL0000383,Accidental Death Benefit,2000000,220.00,Active
COV00000607,POL0000384,Base Death Benefit,125000,0.00,Active
COV00000608,POL0000384,Waiver of Premium,0,48.78,Active
COV00000609,POL0000384,Chronic Illness Rider,0,60.97,Active
COV00000610,POL0000385,Base Death Benefit,550000,0.00,Active
COV00000611,POL0000386,Base Death Benefit,125000,0.00,Active
COV00000612,POL0000386,Waiver of Premium,0,280.00,Active
COV00000613,POL0000386,Chronic Illness Rider,0,399.63,Active
COV00000614,POL0000387,Base Death Benefit,200000,0.00,Active
COV00000615,POL0000388,Base Death Benefit,1150000,0.00,Active
COV00000616,POL0000389,Base Death Benefit,850000,0.00,Active
COV00000617,POL0000389,Waiver of Premium,0,59.79,Active
COV00000618,POL0000390,Base Death Benefit,850000,0.00,Active
COV00000619,POL0000390,Waiver of Premium,0,166.41,Active
COV00000620,POL0000391,Base Death Benefit,550000,0.00,Active
COV00000621,POL0000391,Waiver of Premium,0,73.34,Active
COV00000622,POL0000392,Base Death Benefit,1050000,0.00,Active
COV00000623,POL0000393,Base Death Benefit,925000,0.00,Active
COV00000624,POL0000394,Base Death Benefit,300000,0.00,Active
COV00000625,POL0000394,Waiver of Premium,0,42.73,Active
COV00000626,POL0000395,Base Death Benefit,200000,0.00,Active
COV00000627,POL0000396,Base Death Benefit,2000000,0.00,Active
COV00000628,POL0000396,Accidental Death Benefit,2000000,220.00,Active
COV00000629,POL0000397,Base Death Benefit,50000,0.00,Active
COV00000630,POL0000398,Base Death Benefit,100000,0.00,Active
COV00000631,POL0000398,Waiver of Premium,0,21.93,Active
COV00000632,POL0000399,Base Death Benefit,125000,0.00,Active
COV00000633,POL0000399,Accidental Death Benefit,125000,15.00,Active
COV00000634,POL0000400,Base Death Benefit,850000,0.00,Active
COV00000635,POL0000400,Waiver of Premium,0,280.00,Active
COV00000636,POL0000401,Base Death Benefit,275000,0.00,Active
COV00000637,POL0000401,Accidental Death Benefit,275000,33.00,Active
COV00000638,POL0000402,Base Death Benefit,850000,0.00,Active
COV00000639,POL0000403,Base Death Benefit,125000,0.00,Active
COV00000640,POL0000403,Accidental Death Benefit,125000,15.00,Active
COV00000641,POL0000404,Base Death Benefit,275000,0.00,Active
COV00000642,POL0000405,Base Death Benefit,200000,0.00,Active
COV00000643,POL0000405,Waiver of Premium,0,86.41,Active
COV00000644,POL0000405,Chronic Illness Rider,0,108.01,Active
COV00000645,POL0000406,Base Death Benefit,575000,0.00,Active
COV00000646,POL0000406,Accidental Death Benefit,575000,69.00,Active
COV00000647,POL0000407,Base Death Benefit,1450000,0.00,Active
COV00000648,POL0000407,Waiver of Premium,0,280.00,Active
COV00000649,POL0000408,Base Death Benefit,200000,0.00,Active
COV00000650,POL0000408,Chronic Illness Rider,0,123.46,Active
COV00000651,POL0000409,Base Death Benefit,425000,0.00,Active
COV00000652,POL0000409,Waiver of Premium,0,280.00,Active
COV00000653,POL0000410,Base Death Benefit,300000,0.00,Active
COV00000654,POL0000410,Waiver of Premium,0,197.12,Active
COV00000655,POL0000410,Accidental Death Benefit,300000,36.00,Active
COV00000656,POL0000411,Base Death Benefit,200000,0.00,Active
COV00000657,POL0000411,Accidental Death Benefit,200000,24.00,Active
COV00000658,POL0000412,Base Death Benefit,100000,0.00,Active
COV00000659,POL0000412,Waiver of Premium,0,49.70,Active
COV00000660,POL0000413,Base Death Benefit,850000,0.00,Active
COV00000661,POL0000414,Base Death Benefit,1400000,0.00,Active
COV00000662,POL0000414,Waiver of Premium,0,279.16,Active
COV00000663,POL0000415,Base Death Benefit,850000,0.00,Active
COV00000664,POL0000416,Base Death Benefit,400000,0.00,Active
COV00000665,POL0000417,Base Death Benefit,550000,0.00,Active
COV00000666,POL0000418,Base Death Benefit,725000,0.00,Active
COV00000667,POL0000419,Base Death Benefit,850000,0.00,Active
COV00000668,POL0000420,Base Death Benefit,100000,0.00,Active
COV00000669,POL0000421,Base Death Benefit,100000,0.00,Active
COV00000670,POL0000422,Base Death Benefit,650000,0.00,Active
COV00000671,POL0000423,Base Death Benefit,850000,0.00,Active
COV00000672,POL0000423,Waiver of Premium,0,105.67,Active
COV00000673,POL0000424,Base Death Benefit,100000,0.00,Active
COV00000674,POL0000424,Waiver of Premium,0,13.27,Active
COV00000675,POL0000425,Base Death Benefit,200000,0.00,Active
COV00000676,POL0000425,Chronic Illness Rider,0,520.00,Active
COV00000677,POL0000426,Base Death Benefit,125000,0.00,Active
COV00000678,POL0000427,Base Death Benefit,400000,0.00,Active
COV00000679,POL0000427,Waiver of Premium,0,35.29,Active
COV00000680,POL0000428,Base Death Benefit,125000,0.00,Active
COV00000681,POL0000428,Waiver of Premium,0,24.64,Active
COV00000682,POL0000429,Base Death Benefit,75000,0.00,Active
COV00000683,POL0000429,Waiver of Premium,0,10.64,Active
COV00000684,POL0000430,Base Death Benefit,725000,0.00,Active
COV00000685,POL0000430,Waiver of Premium,0,77.20,Active
COV00000686,POL0000431,Base Death Benefit,175000,0.00,Active
COV00000687,POL0000432,Base Death Benefit,575000,0.00,Active
COV00000688,POL0000432,Chronic Illness Rider,0,347.60,Active
COV00000689,POL0000433,Base Death Benefit,650000,0.00,Active
COV00000690,POL0000433,Accidental Death Benefit,650000,78.00,Active
COV00000691,POL0000434,Base Death Benefit,175000,0.00,Active
COV00000692,POL0000435,Base Death Benefit,30000,0.00,Active
COV00000693,POL0000436,Base Death Benefit,400000,0.00,Active
COV00000694,POL0000436,Accidental Death Benefit,400000,48.00,Active
COV00000695,POL0000437,Base Death Benefit,300000,0.00,Active
COV00000696,POL0000437,Waiver of Premium,0,280.00,Active
COV00000697,POL0000438,Base Death Benefit,300000,0.00,Active
COV00000698,POL0000439,Base Death Benefit,1725000,0.00,Active
COV00000699,POL0000440,Base Death Benefit,1850000,0.00,Active
COV00000700,POL0000441,Base Death Benefit,20000,0.00,Active
COV00000701,POL0000442,Base Death Benefit,425000,0.00,Active
COV00000702,POL0000442,Chronic Illness Rider,0,520.00,Active
COV00000703,POL0000443,Base Death Benefit,925000,0.00,Active
COV00000704,POL0000444,Base Death Benefit,275000,0.00,Active
COV00000705,POL0000445,Base Death Benefit,1000000,0.00,Active
COV00000706,POL0000445,Waiver of Premium,0,280.00,Active
COV00000707,POL0000446,Base Death Benefit,75000,0.00,Active
COV00000708,POL0000447,Base Death Benefit,850000,0.00,Active
COV00000709,POL0000447,Waiver of Premium,0,66.51,Active
COV00000710,POL0000448,Base Death Benefit,1725000,0.00,Active
COV00000711,POL0000449,Base Death Benefit,1000000,0.00,Active
COV00000712,POL0000449,Waiver of Premium,0,280.00,Active
COV00000713,POL0000449,Chronic Illness Rider,0,520.00,Active
COV00000714,POL0000450,Base Death Benefit,1450000,0.00,Active
COV00000715,POL0000450,Accidental Death Benefit,1450000,174.00,Active
COV00000716,POL0000451,Base Death Benefit,300000,0.00,Active
COV00000717,POL0000452,Base Death Benefit,450000,0.00,Active
COV00000718,POL0000452,Waiver of Premium,0,280.00,Active
COV00000719,POL0000453,Base Death Benefit,125000,0.00,Active
COV00000720,POL0000453,Waiver of Premium,0,51.02,Active
COV00000721,POL0000454,Base Death Benefit,125000,0.00,Active
COV00000722,POL0000454,Accidental Death Benefit,125000,15.00,Active
COV00000723,POL0000455,Base Death Benefit,150000,0.00,Active
COV00000724,POL0000456,Base Death Benefit,650000,0.00,Active
COV00000725,POL0000457,Base Death Benefit,125000,0.00,Active
COV00000726,POL0000458,Base Death Benefit,400000,0.00,Active
